year,reference,family,genus,species,m.d.g,latitude,hemisphere,biome,growth,life.history,si,mean.tm,References
2012,"Susan Kalisz, April Randle, David Chaiffetz, Melisa Faigeles, Aileen Butera and Craig Beight. 2012. Dichogamy correlates with outcrossing rate and defines the selfing syndrome in the mixed_mating genus Collinsia.Annals of Botany 109: 571_582.",Plantaginaceae,Collinsia,verna,D,,N,6,1,1,1,0.91,
1991,Hermanutz L. 1991. Outcrossing in the weed Solanum ptycanthum (Solanaceae): a comparison of agrestal and ruderal populations. Amer. J. Bot. 79:419_427,Solanaceae,Solanum,ptycanthum,D,36.54,N,6,1,1,,0.062,Hermanutz L. 1991. Outcrossing in the weed Solanum ptycanthum (Solanaceae): a comparison of agrestal and ruderal populations. Amer. J. Bot. 79:419_427
1993,"Maki, M. 1993. Outcrossing and fecundity advantage of females in gynodioecious Chionographis japonica_kurohimensis (Liliaceae). American Journal of Botany 80:629_634.",Liliaceae,Chionographis,japonica,M,37,N,6,1,4,0,0.166,"Maki, M. 1993. Outcrossing and fecundity advantage of females in gynodioecious Chionographis japonica_kurohimensis (Liliaceae). American Journal of Botany 80:629_634."
2005,Goodwillie and Ness 2005. Correlated evolution in floral morphology and the timing of self_compatibility in Leptosiphon. INTERNATIONAL JOURNAL OF PLANT SCIENCES 166 (5): 741_751 jepsonii(Polemoniaceae),Polemoniaceae,Leptosiphon,jepsonii,D,38.53,N,1,1,1,1,0.37,Goodwillie and Ness 2005. Correlated evolution in floral morphology and the timing of self_compatibility in Leptosiphon. INTERNATIONAL JOURNAL OF PLANT SCIENCES 166 (5): 741_751 jepsonii(Polemoniaceae)
2000,Goodwillie C. 2000. Inbreeding depression and mating systems in two species of Linanthus (Polemoniaceae),Polemoniaceae,Leptosiphon,jepsonii,D,38.6,N,3,1,1,0,0.182,Goodwillie C. 2000. Inbreeding depression and mating systems in two species of Linanthus (Polemoniaceae)
2008,LlaurensETAL2008,Brassicaceae,Arabidopsis,halleri,D,50.47,N,6,1,4,0,0.987,
1974,"Harding, J., C. B. Mankinen, and M. Elliot. 1974. Genetics of Lupinus. VII. Outcrossing autofertility, and variability in natural populations of the Nanus group. Taxon 23:729_738.",Fabaceae,Lupinus,pachylobus,D,,N,,1,1,1,0,"Harding, J., C. B. Mankinen, and M. Elliot. 1974. Genetics of Lupinus. VII. Outcrossing autofertility, and variability in natural populations of the Nanus group. Taxon 23:729_738."
1998,"He TH, Rao GY, You RL, S Ge. 1998. Mating system of Ophiopogon xylorrhizus (Liliaceae), an endangered species in Southwest China. Int J Plant Sci 159:440_445. ",Liliaceae,Ophiopogon,xylorrhizus,M,25,N,8,1,4,1,0.294,"He TH, Rao GY, You RL, S Ge. 1998. Mating system of Ophiopogon xylorrhizus (Liliaceae), an endangered species in Southwest China. Int J Plant Sci 159:440_445. "
2007,CloutierETAL 2007,Lauraceae,Sextonia,rubra,D,5.3,N,8,4,4,,0.945,
2007,Cloutier et al. 2007. Low inbreeding and high pollen dispersal distances in populations of two Amazonian forest tree species. Biotropica 39 (3): 406_416,Lauraceae,Sextonia,rubra,D,5.13,N,8,4,4,,0.945,Cloutier et al. 2007. Low inbreeding and high pollen dispersal distances in populations of two Amazonian forest tree species. Biotropica 39 (3): 406_416
2006,Veron et al. 2006. Gene flow and mating system of the tropical tree Sextonia rubra. SILVAE GENETICA 54 (6): 275_280 ,Lauraceae,Sextonia,rubra,D,5.3,N,7,4,4,,0.992,Veron et al. 2006. Gene flow and mating system of the tropical tree Sextonia rubra. SILVAE GENETICA 54 (6): 275_280 
2007,Bai ETAL 2007,Juglandaceae,Juglans,mandshurica,D,39.97,N,6,4,4,1,0.99,
1994,"Hall, P., L. C. Orrell, and K. S. Bawa. 1994. Genetic diversity and mating system in a tropical tree, Carapa guianensis (Meliaceae). American Journal of Botany 81:1104_1111.",Meliaceae,Carapa,guianensis,D,10.5,N,8,4,4,0,0.977,"Hall, P., L. C. Orrell, and K. S. Bawa. 1994. Genetic diversity and mating system in a tropical tree, Carapa guianensis (Meliaceae). American Journal of Botany 81:1104_1111."
2007,CloutierETAL 2007,Meliaceae,Carapa,guianensis,D,3.02,S,8,4,4,0,0.918,
2007,Cloutier et al. 2007. Impact of selective logging on inbreeding and gene dispersal in an Amazonian tree population of Carapa guianensis Aubl. Molecular Ecology 16 (4): 797_809 ,Meliaceae,Carapa,guianensis,D,2.85,S,8,4,2,0,0.933,Cloutier et al. 2007. Impact of selective logging on inbreeding and gene dispersal in an Amazonian tree population of Carapa guianensis Aubl. Molecular Ecology 16 (4): 797_809 
2007,Cloutier et al. 2007. Low inbreeding and high pollen dispersal distances in populations of two Amazonian forest tree species. Biotropica 39 (3): 406_416,Meliaceae,Carapa,guianensis,D,3.02,S,8,4,2,0,0.918,Cloutier et al. 2007. Low inbreeding and high pollen dispersal distances in populations of two Amazonian forest tree species. Biotropica 39 (3): 406_416
1988,"Stevens JP, SM Bougourd. 1988. Inbreeding depression and the outcrossing rate in natural populations of Allium schoenoprasum L. (wild chives). Heredity 60(2):257_262 ",Liliaceae,Allium,schoenoprasum,M,48.65,N,2,1,4,1,0.91,"Stevens JP, SM Bougourd. 1988. Inbreeding depression and the outcrossing rate in natural populations of Allium schoenoprasum L. (wild chives). Heredity 60(2):257_262 "
1999,"Kundu, SK. 1999. The mating system and genetic significance of polycarpy in the neem tree (Azadirachta indica). Theor Appl Genet 99:1216_1220.",Meliaceae,Azadirachta,indica,D,23.25,N,7,4,4,0,0.904,"Kundu, SK. 1999. The mating system and genetic significance of polycarpy in the neem tree (Azadirachta indica). Theor Appl Genet 99:1216_1220."
1999,"Vrieling, K., L. Saumitou, P., J. Cuguen, H. vanDijk, T. J. deJong, and P. G. L. Klinkhamer. 1999. Direct and indirect estimates of the selfing rate in small and large individuals of the bumblebee pollinated Cynoglossum officinale L. (Boraginaceae). Ecology Letters 2:331_337.",Boraginaceae,Cynoglossum,officinale,D,52.13,N,6,1,3,1,0.678,"Vrieling, K., L. Saumitou, P., J. Cuguen, H. vanDijk, T. J. deJong, and P. G. L. Klinkhamer. 1999. Direct and indirect estimates of the selfing rate in small and large individuals of the bumblebee pollinated Cynoglossum officinale L. (Boraginaceae). Ecology Letters 2:331_337.; Klinkhamer, P. G. L., T. J. deJong, and G-J. deBruyn. 1989. Plant size and pollinator visitation in Cynoglossum officinale. Oikos, 54: 201-204."
1972,Sterk and Dijkhuizen 1972 ????,Caryophyllaceae,Spergularia,media,D,,N,,1,4,1,0.12,Sterk and Dijkhuizen 1972 ????
1994,"Paiva, J. R., P. Y. Kageyama, and R. Vencovsky. 1994. Genetics of rubber tree (Hevea brasiliensis (Willd. ex Adr. de Juss.) M_ll. Arg.) 2. Mating system. Silvae Genetica 43:373_376.",Euphorbiaceae,Hevea,brasiliensis,D,9.99,S,8,4,4,0,0.64,"Paiva, J. R., P. Y. Kageyama, and R. Vencovsky. 1994. Genetics of rubber tree (Hevea brasiliensis (Willd. ex Adr. de Juss.) M_ll. Arg.) 2. Mating system. Silvae Genetica 43:373_376."
1974,"Harding J, Mankinen CB, M Elliott. 1974. Genetics of Lupinus. VII. Outcrossing, autofertility, and variability in natural populations of the nanus group. Taxon 23:729_738",Fabaceae,Lupinus,affinis,D,,N,6,1,1,1,0.4,"Harding J, Mankinen CB, M Elliott. 1974. Genetics of Lupinus. VII. Outcrossing, autofertility, and variability in natural populations of the nanus group. Taxon 23:729_738"
1970,"Harding, J. 1970. Genetics of Lupinus. II. The selctive disadvantage of the pink flower color mutant in Lupinus nanus. Evolution 24:120_127.",Fabaceae,Lupinus,nanus_apricus,D,38.8,N,2,1,1,1,0.294,"Harding, J. 1970. Genetics of Lupinus. II. The selctive disadvantage of the pink flower color mutant in Lupinus nanus. Evolution 24:120_127."
1974,"Harding, J., C. B. Mankinen, and M. Elliot. 1974. Genetics of Lupinus. VII. Outcrossing autofertility, and variability in natural populations of the Nanus group. Taxon 23:729_738.",Fabaceae,Lupinus,nanus_apricus,D,,N,2,1,1,1,0.492,"Harding, J., C. B. Mankinen, and M. Elliot. 1974. Genetics of Lupinus. VII. Outcrossing autofertility, and variability in natural populations of the Nanus group. Taxon 23:729_738."
1974,"Harding, J., C. B. Mankinen, and M. Elliot. 1974. Genetics of Lupinus. VII. Outcrossing autofertility, and variability in natural populations of the Nanus group. Taxon 23:729_738.",Fabaceae,Lupinus,nanus_latifolius,D,,N,,1,1,1,0.657,"Harding, J., C. B. Mankinen, and M. Elliot. 1974. Genetics of Lupinus. VII. Outcrossing autofertility, and variability in natural populations of the Nanus group. Taxon 23:729_738."
1974,"Harding, J., C. B. Mankinen, and M. Elliot. 1974. Genetics of Lupinus. VII. Outcrossing autofertility, and variability in natural populations of the Nanus group. Taxon 23:729_738.",Fabaceae,Lupinus,nanus_menkerae,D,,N,,1,1,1,0.374,"Harding, J., C. B. Mankinen, and M. Elliot. 1974. Genetics of Lupinus. VII. Outcrossing autofertility, and variability in natural populations of the Nanus group. Taxon 23:729_738."
1972,"Horovitz, A., and J. Harding. 1972. Genetics of Lupinus. V. Intraspecific variability for reproductive traits in Lupinus nanus. Botanical Gazette 133:155_165.",Fabaceae,Lupinus,nanus_nanus,D,38.8,N,2,1,1,1,0.251,"Horovitz, A., and J. Harding. 1972. Genetics of Lupinus. V. Intraspecific variability for reproductive traits in Lupinus nanus. Botanical Gazette 133:155_165."
1974,"Harding, J., C. B. Mankinen, and M. Elliot. 1974. Genetics of Lupinus. VII. Outcrossing autofertility, and variability in natural populations of the Nanus group. Taxon 23:729_738.",Fabaceae,Lupinus,nanus_vallicola,D,,N,,1,1,1,0.45,"Harding, J., C. B. Mankinen, and M. Elliot. 1974. Genetics of Lupinus. VII. Outcrossing autofertility, and variability in natural populations of the Nanus group. Taxon 23:729_738."
2007,"Maristerra R. Lemes, Dario Grattapaglia, James Grogan, John Proctor, Roge_rio Gribel. 2007. Flexible mating system in a logged population of Swietenia macrophylla King (Meliaceae): implications for the management of a threatened neotropical tree species. Plant Ecol  192:169_179.",Meliaceae,Swietenia,macrophylla,D,7.83,S,8,4,4,,0.938,"Gouvea, C. F. , M. C. Dornelas, and A. P. Martinelli. 2008. Characterization of unisexual floer development in the endangered mahogany tree Swietenia macrophylla King. (Meliaceae). Botanical Journal of the Minnean Society, 156: 529-535."
1964,"Weil, J., and R. W. Allard. 1964. The mating system and genetic variability in natural populations of Collinsia heterophylla. Evolution 18:515_525.",Plantaginaceae,Collinsia,heterophylla,D,38.6,N,3,1,1,1,0.89,"Weil, J., and R. W. Allard. 1964. The mating system and genetic variability in natural populations of Collinsia heterophylla. Evolution 18:515_525."
1995,"Charlesworth, D., and S. Mayer. 1995. Genetic variability of plant characters in the partial inbreeder Collinsia heterophylla (Scrophulariaceae). American Journal of Botany 82:112_120.",Plantaginaceae,Collinsia,heterophylla,D,37.63,N,3,1,1,1,0.505,"Charlesworth, D., and S. Mayer. 1995. Genetic variability of plant characters in the partial inbreeder Collinsia heterophylla (Scrophulariaceae). American Journal of Botany 82:112_120."
2012,"Susan Kalisz, April Randle, David Chaiffetz, Melisa Faigeles, Aileen Butera and Craig Beight. 2012. Dichogamy correlates with outcrossing rate and defines the selfing syndrome in the mixed_mating genus Collinsia.Annals of Botany 109: 571_582.",Plantaginaceae,Collinsia,heterophylla,D,,N,3,1,1,1,0.46,
1982,Schoen DJ. 1982. Genetic variation and the breeding system of Gilia achilleifolia. Evolution 36:361_370,Polemoniaceae,Gilia,achilleifolia,D,36.42,N,3,1,1,1,0.573,Schoen DJ. 1982. Genetic variation and the breeding system of Gilia achilleifolia. Evolution 36:361_370
2006,Takebayashi et al. 2006. Effect of variation in herkogamy on outcrossing within a population of Gilia achilleifolia. HEREDITY 96 (2): 159_165,Polemoniaceae,Gilia,achilleifolia,D,36.3,N,3,1,1,1,0.454,Takebayashi et al. 2006. Effect of variation in herkogamy on outcrossing within a population of Gilia achilleifolia. HEREDITY 96 (2): 159_165
1995,"Karron JD, Thumser NN, Tucker R, AJ Hessenauer. 1995. The influence of population density on outcrossing rates in Mimulus ringens. Heredity 75:175_180",Scrophulariaceae,Mimulus,ringens,D,41.98,N,2,1,4,1,0.225,"Karron JD, Thumser NN, Tucker R, AJ Hessenauer. 1995. The influence of population density on outcrossing rates in Mimulus ringens. Heredity 75:175_180"
2005,Bell et al. 2005. Interspecific competition for pollination lowers seed production and outcrossing in Mimulus ringens . ECOLOGY 86 (3): 762_771,Scrophulariaceae,Mimulus,ringens,D,43.37,N,2,1,4,1,0.63,Bell et al. 2005. Interspecific competition for pollination lowers seed production and outcrossing in Mimulus ringens . ECOLOGY 86 (3): 762_771
1992,"Wolfe LM, JS Shore. 1992. The mating system of Hydrophyllum appendiculatum, a protandrous species. Sexual Plant Reproduction 5:239_245",Boraginaceae,Hydrophyllum,appendiculatum,D,40.14,N,6,1,3,1,0.7075,"Wolfe LM, JS Shore. 1992. The mating system of Hydrophyllum appendiculatum, a protandrous species. Sexual Plant Reproduction 5:239_245"
2004,"Degen, B., E. Bandou, and H. Caron. 2004. Limited pollen dispersal and biparental inbreeding in Symphonia globulifera in French Guiana. Heredity 93:585_591.",Clusiaceae,Symphonia,globulifera,D,5.3,S,8,4,4,,0.92,"Degen, B., E. Bandou, and H. Caron. 2004. Limited pollen dispersal and biparental inbreeding in Symphonia globulifera in French Guiana. Heredity 93:585_591."
1996,"Johnston, M. O., and D. J. Schoen. 1996. Correlated evolution of self_fertilization and inbreeding depression: An experimental study of nine populations of Amsinckia (Boraginaceae). Evolution 50:1478_1491.",Boraginaceae,Amsinckia,spectabilis,D,35.6,N,3,1,1,1,0.348,"Johnston, M. O., and D. J. Schoen. 1996. Correlated evolution of self_fertilization and inbreeding depression: An experimental study of nine populations of Amsinckia (Boraginaceae). Evolution 50:1478_1491."
1994,"Purdy BG, Bayer RJ, SE MacDonald. 1994. Genetic variation, breeding system evolution, and conservation of the narrow sand dune endemic Stellaria arenicola and the widespread S. longipes (Caryphyllaceae). Am. J. Bot. 81: 904_911",Caryophyllaceae,Stellaria,longipes,D,59.27,N,,1,4,1,0.802,"Purdy BG, Bayer RJ, SE MacDonald. 1994. Genetic variation, breeding system evolution, and conservation of the narrow sand dune endemic Stellaria arenicola and the widespread S. longipes (Caryphyllaceae). Am. J. Bot. 81: 904_911"
1977,"Allard, R. W., A. L. Kahler, and M. T. Clegg. 1977. Estimation of mating cycle components of selection in plants. Pp. 1_19 in F. B. Christiansen and T. M. Fenchel, eds. Measuring Selection in Natural Populations. Springer_Verlag, Berlin.",Plantaginaceae,Collinsia,sparsiflora,D,38,N,3,1,1,1,0.42,"Allard, R. W., A. L. Kahler, and M. T. Clegg. 1977. Estimation of mating cycle components of selection in plants. Pp. 1_19 in F. B. Christiansen and T. M. Fenchel, eds. Measuring Selection in Natural Populations. Springer_Verlag, Berlin."
1985,"Schemske, D. W., and R. Lande. 1985. The evolution of self_fertilization and inbreeding depression in plants. II. Empirical observations. Evolution 39:41_52.",Plantaginaceae,Collinsia,sparsiflora,D,38,N,3,1,1,1,0.42,"Schemske, D. W., and R. Lande. 1985. The evolution of self_fertilization and inbreeding depression in plants. II. Empirical observations. Evolution 39:41_52."
2003,"Morinaga, S. I., K. Tsuji, and S. Sakai. 2003. Consequences of differences in flowering date on seed production in Heloniopsis orientalis (Liliaceae). American Journal of Botany 90:1153_1158.",Liliaceae,Heloniopsis,orientalis,M,37,N,6,1,4,1,0.519,"Morinaga, S. I., K. Tsuji, and S. Sakai. 2003. Consequences of differences in flowering date on seed production in Heloniopsis orientalis (Liliaceae). American Journal of Botany 90:1153_1158."
1988,"O'Malley DM, Buckley DP, Prance GT, KS Bawa. 1988. Genetics of brazil nut Bertholletia excelsa Humb. & Bompl. Lecythidaceae) 2. Mating system. Theor Appl Genet 76: 929_932",Lecythidaceae,Bertholletia,excelsa,D,10.75,S,8,4,4,0,0.849,"O'Malley DM, Buckley DP, Prance GT, KS Bawa. 1988. Genetics of brazil nut Bertholletia excelsa Humb. & Bompl. Lecythidaceae) 2. Mating system. Theor Appl Genet 76: 929_932"
2000,"Weidema IR, Magnussen LS, M Philipp. 2000. Gene flow and mode of pollination in a dry_grassland species, Filipendula vulgaris (Rosaceae). Heredity 84:311_320",Rosaceae,Filipendula,vulgaris,D,53.5,N,6,1,4,,0.96,"Weidema IR, Magnussen LS, M Philipp. 2000. Gene flow and mode of pollination in a dry_grassland species, Filipendula vulgaris (Rosaceae). Heredity 84:311_320"
1997,Schoen et al. 1997. Evolutionary History of the Mating System in Amsinckia (Boraginaceae). Evolution 51:1090_1099.,Boraginaceae,Amsinckia,furcata,D,36.88,N,3,1,1,0,0.98,Schoen et al. 1997. Evolutionary History of the Mating System in Amsinckia (Boraginaceae). Evolution 51:1090_1099.
2001,"Dudash MR, CB Fenster. 2001. The role of breeding system and inbreeding depression in the maintenance of an outcrossing mating strategy in Silene virginica (Caryophyllaceae). Am J Bot 88(11):1953_1959",Caryophyllaceae,Silene,virginica,D,37.37,N,6,1,4,0,0.89,"Dudash MR, CB Fenster. 2001. The role of breeding system and inbreeding depression in the maintenance of an outcrossing mating strategy in Silene virginica (Caryophyllaceae). Am J Bot 88(11):1953_1959; Reynolds, R. , M. J. Westbrook, A. S. Rohde, J. M. Cridland, C. B. Fenster, and M. R. Dudash. 2009. Pollinator specilization and pollination syndromes of three related North American Silene. Ecology, 90: 2077-2087."
1977,"Harding, J., and K. Barnes. 1977. Genetics of Lupinus. X. Genetic variability, heterozygosity and outcrossing in colonial populations of Lupinus succulentus. Evolution 31:247_255.",Fabaceae,Lupinus,succulentus,D,36,N,,1,1,1,0.439,"Harding, J., and K. Barnes. 1977. Genetics of Lupinus. X. Genetic variability, heterozygosity and outcrossing in colonial populations of Lupinus succulentus. Evolution 31:247_255."
